disease,severity,tmean_c,rain_7d_mm,humidity_pct,risk_level
mosaic,mild,26.97,7.32,75.1,MEDIUM
mosaic,mild,21.23,12.9,71.0,MEDIUM
mosaic,moderate,33.6,2.28,82.3,CRITICAL
leaf_curl,mild,23.25,13.15,78.8,HIGH
mosaic,moderate,29.66,32.13,60.1,HIGH
anthracnose,severe,23.92,7.83,74.7,MEDIUM
mosaic,moderate,29.07,24.32,63.1,HIGH
leaf_curl,severe,26.06,16.71,80.0,CRITICAL
leaf_curl,severe,32.67,5.5,74.6,CRITICAL
leaf_curl,severe,25.64,9.0,65.2,CRITICAL
anthracnose,moderate,29.89,13.08,95.9,HIGH
leaf_curl,moderate,22.0,45.67,80.0,HIGH
leaf_curl,mild,21.42,61.34,63.6,MEDIUM
anthracnose,severe,29.92,81.79,81.3,CRITICAL
mites,moderate,28.79,5.25,45.2,CRITICAL
leaf_curl,moderate,30.65,40.24,78.7,CRITICAL
leaf_curl,mild,28.28,37.81,75.2,HIGH
mites,mild,28.02,26.42,30.0,MEDIUM
leaf_curl,moderate,28.83,29.21,96.6,CRITICAL
mosaic,mild,27.57,21.63,49.1,HIGH
anthracnose,moderate,25.1,4.1,63.4,MEDIUM
mites,moderate,30.08,0.58,62.2,CRITICAL
mites,severe,34.8,7.91,52.1,CRITICAL
leaf_curl,moderate,29.29,0.03,75.1,CRITICAL
mites,severe,25.21,14.47,84.0,HIGH
mosaic,severe,27.72,42.57,70.0,CRITICAL
mites,mild,32.56,16.27,57.3,MEDIUM
leaf_curl,moderate,29.01,33.07,87.3,CRITICAL
mites,moderate,29.6,23.05,52.8,HIGH
mosaic,mild,30.13,29.4,56.4,HIGH
anthracnose,severe,21.83,18.97,82.2,HIGH
mites,mild,25.69,3.41,68.4,MEDIUM
anthracnose,mild,25.48,76.48,67.8,HIGH
mosaic,severe,25.61,4.71,66.5,CRITICAL
mites,mild,26.26,7.78,54.5,MEDIUM
anthracnose,mild,26.2,22.63,91.8,HIGH
anthracnose,mild,27.83,8.31,70.6,MEDIUM
mosaic,severe,29.49,6.35,77.3,CRITICAL
leaf_curl,severe,29.26,33.17,69.6,CRITICAL
mites,moderate,33.57,21.19,79.1,MEDIUM
mites,severe,29.82,6.45,70.4,CRITICAL
leaf_curl,mild,25.1,42.89,86.6,MEDIUM
leaf_curl,mild,31.08,53.43,69.2,HIGH
leaf_curl,moderate,27.6,26.83,82.3,CRITICAL
anthracnose,moderate,28.74,4.02,86.3,HIGH
leaf_curl,severe,24.37,106.77,80.8,CRITICAL
anthracnose,severe,29.09,27.63,71.3,CRITICAL
anthracnose,severe,24.14,7.42,83.6,CRITICAL
anthracnose,mild,30.31,8.28,88.1,MEDIUM
anthracnose,moderate,22.54,12.22,78.7,MEDIUM
mosaic,mild,25.31,15.44,52.6,HIGH
anthracnose,severe,32.59,0.42,66.7,LOW
leaf_curl,moderate,31.07,4.62,89.7,HIGH
leaf_curl,mild,31.06,55.38,71.6,HIGH
mosaic,severe,22.13,8.47,49.9,CRITICAL
mosaic,mild,26.83,51.78,64.0,MEDIUM
mites,severe,32.21,40.59,84.1,MEDIUM
mites,severe,30.94,24.66,49.6,CRITICAL
mites,severe,30.01,0.65,69.6,CRITICAL
anthracnose,severe,23.22,23.32,58.9,HIGH
mosaic,mild,30.85,0.4,86.0,MEDIUM
anthracnose,mild,29.43,68.12,93.8,HIGH
anthracnose,moderate,25.75,35.47,82.4,CRITICAL
mites,severe,31.27,2.82,49.7,CRITICAL
mites,severe,24.75,11.76,59.5,HIGH
mosaic,severe,31.45,4.25,64.5,CRITICAL
leaf_curl,severe,26.81,19.29,100.0,CRITICAL
mosaic,severe,30.57,33.11,86.7,HIGH
anthracnose,mild,28.88,8.2,69.8,MEDIUM
mites,severe,34.42,7.11,61.6,CRITICAL
mites,mild,30.36,0.61,59.3,HIGH
mites,severe,33.07,0.89,64.7,CRITICAL
leaf_curl,moderate,29.1,2.18,69.9,CRITICAL
leaf_curl,moderate,27.3,4.93,82.7,CRITICAL
anthracnose,severe,28.92,95.16,89.0,CRITICAL
mosaic,moderate,25.41,9.46,80.7,CRITICAL
leaf_curl,severe,28.59,11.93,83.4,CRITICAL
mosaic,mild,34.06,16.41,75.3,MEDIUM
mosaic,moderate,26.01,25.78,72.0,HIGH
mosaic,moderate,26.41,1.26,50.6,CRITICAL
anthracnose,mild,30.43,22.03,78.6,MEDIUM
mites,severe,27.44,9.34,76.7,HIGH
mosaic,severe,29.88,8.13,53.9,CRITICAL
mites,severe,29.32,6.78,73.4,CRITICAL
anthracnose,mild,33.67,3.78,77.3,LOW
mosaic,mild,24.5,14.11,79.0,LOW
anthracnose,moderate,25.28,36.42,90.9,CRITICAL
mites,mild,31.89,9.41,53.3,MEDIUM
anthracnose,mild,29.5,10.93,95.2,MEDIUM
mites,severe,30.2,21.36,56.7,HIGH
anthracnose,mild,19.57,64.03,71.8,MEDIUM
leaf_curl,mild,33.58,29.64,81.8,HIGH
mosaic,severe,25.79,16.28,80.7,CRITICAL
mites,moderate,25.11,9.96,60.4,MEDIUM
anthracnose,mild,25.89,13.15,87.6,MEDIUM
mosaic,moderate,26.58,32.22,61.5,HIGH
anthracnose,moderate,29.65,26.6,92.2,CRITICAL
leaf_curl,severe,29.07,38.1,66.4,CRITICAL
anthracnose,mild,27.42,69.03,84.4,HIGH
mosaic,moderate,25.21,3.61,61.7,CRITICAL
leaf_curl,moderate,22.85,86.49,75.7,CRITICAL
mosaic,severe,32.1,4.86,64.9,CRITICAL
mosaic,severe,28.86,10.34,59.8,CRITICAL
leaf_curl,moderate,34.29,7.47,78.6,CRITICAL
leaf_curl,severe,25.16,12.25,86.3,CRITICAL
leaf_curl,mild,34.45,9.39,78.4,MEDIUM
anthracnose,mild,33.85,102.45,80.2,MEDIUM
mosaic,mild,25.04,1.79,86.1,MEDIUM
anthracnose,moderate,28.91,49.14,65.8,HIGH
mosaic,moderate,29.49,1.87,60.1,CRITICAL
mosaic,moderate,28.11,6.09,66.2,CRITICAL
leaf_curl,mild,29.27,50.61,86.1,MEDIUM
anthracnose,mild,31.72,24.98,69.8,MEDIUM
leaf_curl,moderate,33.28,76.03,76.1,HIGH
mosaic,severe,30.24,32.7,90.8,HIGH
mites,mild,32.75,24.97,63.5,MEDIUM
mites,mild,30.1,39.31,62.3,MEDIUM
anthracnose,severe,29.29,41.66,77.4,CRITICAL
mites,severe,29.01,12.82,40.1,CRITICAL
anthracnose,mild,18.0,34.15,87.9,MEDIUM
anthracnose,severe,27.41,4.3,76.3,HIGH
mosaic,mild,21.63,11.12,67.8,MEDIUM
mosaic,moderate,25.33,0.44,72.5,CRITICAL
anthracnose,severe,21.3,3.52,66.5,MEDIUM
anthracnose,mild,24.03,116.05,64.9,MEDIUM
anthracnose,moderate,21.19,10.98,86.7,MEDIUM
mosaic,mild,31.11,11.15,45.0,HIGH
leaf_curl,moderate,30.69,57.52,84.1,CRITICAL
anthracnose,mild,28.87,7.33,82.2,MEDIUM
mosaic,mild,26.14,0.22,72.1,HIGH
mites,severe,32.92,0.67,42.2,CRITICAL
mites,moderate,27.18,14.9,53.1,HIGH
mites,mild,32.76,3.01,57.4,HIGH
mosaic,severe,27.99,0.6,62.3,CRITICAL
anthracnose,severe,28.37,15.34,88.6,CRITICAL
leaf_curl,mild,29.3,53.27,78.4,HIGH
mosaic,moderate,29.7,48.57,82.8,MEDIUM
leaf_curl,mild,26.51,37.69,69.1,HIGH
mosaic,severe,27.78,11.76,74.0,CRITICAL
anthracnose,severe,30.61,11.88,72.2,HIGH
leaf_curl,mild,30.48,58.91,65.7,HIGH
anthracnose,severe,26.17,15.23,78.7,HIGH
leaf_curl,moderate,27.12,6.41,84.7,CRITICAL
mites,mild,26.85,5.01,57.6,MEDIUM
leaf_curl,mild,28.4,3.71,88.5,MEDIUM
mites,moderate,31.48,6.35,45.1,CRITICAL
mosaic,severe,31.51,4.55,75.2,CRITICAL
mites,severe,31.83,11.24,53.6,CRITICAL
anthracnose,moderate,29.51,3.46,54.6,MEDIUM
mosaic,severe,28.62,5.79,70.4,CRITICAL
leaf_curl,mild,33.83,39.85,91.9,MEDIUM
anthracnose,mild,19.22,21.47,64.6,LOW
anthracnose,moderate,29.9,37.35,75.5,HIGH
leaf_curl,moderate,23.86,47.61,96.5,HIGH
mosaic,mild,30.77,9.65,57.9,HIGH
mosaic,severe,33.26,8.1,67.9,CRITICAL
mosaic,severe,25.32,0.39,65.3,CRITICAL
leaf_curl,severe,32.29,94.84,74.4,CRITICAL
leaf_curl,mild,32.83,49.06,69.1,HIGH
leaf_curl,mild,24.2,13.75,81.8,HIGH
leaf_curl,severe,26.9,24.66,75.3,CRITICAL
mites,severe,28.97,13.58,69.4,CRITICAL
mites,mild,27.97,21.17,50.3,LOW
leaf_curl,severe,29.14,30.98,69.5,CRITICAL
leaf_curl,mild,34.46,18.71,71.2,HIGH
anthracnose,severe,23.72,73.19,69.7,CRITICAL
anthracnose,mild,27.39,22.34,90.2,HIGH
mosaic,moderate,27.61,12.49,38.7,CRITICAL
leaf_curl,severe,22.75,87.82,88.8,CRITICAL
mites,mild,29.53,12.31,45.2,MEDIUM
mosaic,severe,36.32,23.31,56.0,CRITICAL
leaf_curl,mild,30.96,78.97,67.8,HIGH
mites,moderate,32.76,17.22,59.8,MEDIUM
mosaic,severe,32.45,12.21,74.7,CRITICAL
mosaic,moderate,29.95,20.34,71.9,HIGH
anthracnose,moderate,29.75,95.2,78.5,CRITICAL
leaf_curl,moderate,27.38,14.87,83.0,CRITICAL
anthracnose,mild,28.59,39.17,71.2,MEDIUM
leaf_curl,moderate,30.36,16.61,88.7,CRITICAL
anthracnose,severe,26.92,1.52,68.1,HIGH
anthracnose,severe,27.09,56.31,88.1,CRITICAL
anthracnose,moderate,31.58,79.85,76.0,CRITICAL
mites,moderate,38.0,26.82,53.7,HIGH
leaf_curl,mild,32.16,2.75,84.5,HIGH
anthracnose,moderate,26.35,39.14,78.9,HIGH
mites,moderate,30.34,6.59,66.7,HIGH
anthracnose,mild,29.3,7.04,90.5,MEDIUM
anthracnose,mild,28.44,4.15,82.4,MEDIUM
mites,mild,30.47,15.2,66.2,MEDIUM
mites,mild,29.59,8.42,68.1,MEDIUM
mites,moderate,33.95,4.0,57.7,CRITICAL
mites,moderate,29.65,21.09,67.4,MEDIUM
mites,severe,30.04,2.87,34.2,CRITICAL
mites,moderate,33.16,29.81,74.3,MEDIUM
anthracnose,severe,25.71,5.25,80.5,CRITICAL
leaf_curl,mild,25.22,45.94,80.8,HIGH
mites,severe,26.2,8.81,74.9,HIGH
mosaic,moderate,33.4,5.96,62.6,CRITICAL
anthracnose,moderate,31.13,32.58,70.5,HIGH
mites,severe,32.82,15.76,62.2,HIGH
mites,moderate,27.97,12.92,53.4,HIGH
anthracnose,severe,29.85,21.69,79.8,CRITICAL
mites,moderate,31.15,0.12,49.5,CRITICAL
mites,moderate,27.72,0.17,63.8,HIGH
mites,mild,30.77,9.69,57.1,MEDIUM
anthracnose,mild,34.12,1.23,88.7,LOW
leaf_curl,mild,22.89,16.91,82.2,HIGH
mites,moderate,32.44,5.22,66.1,HIGH
mites,mild,30.48,2.72,53.8,HIGH
mites,severe,29.62,8.16,72.8,CRITICAL
mites,severe,28.66,14.31,83.0,CRITICAL
leaf_curl,mild,29.49,6.71,55.8,HIGH
leaf_curl,severe,34.88,111.08,63.8,CRITICAL
mosaic,mild,31.73,23.88,67.6,MEDIUM
leaf_curl,mild,27.17,84.78,76.3,HIGH
mosaic,mild,28.47,8.5,72.6,HIGH
anthracnose,severe,23.94,18.84,85.8,HIGH
anthracnose,severe,27.42,23.59,82.1,CRITICAL
anthracnose,severe,22.81,162.57,75.0,CRITICAL
mosaic,mild,29.61,29.26,65.0,MEDIUM
anthracnose,mild,25.79,64.75,89.4,HIGH
mites,moderate,31.78,19.76,38.0,HIGH
anthracnose,severe,30.03,51.65,75.4,CRITICAL
anthracnose,mild,25.99,4.68,81.0,MEDIUM
mosaic,moderate,30.68,5.71,60.7,CRITICAL
leaf_curl,severe,28.66,12.36,77.3,CRITICAL
mosaic,mild,29.15,17.65,55.0,HIGH
mites,severe,30.78,1.29,54.2,CRITICAL
anthracnose,severe,26.75,30.11,56.6,CRITICAL
anthracnose,moderate,28.63,15.23,84.2,HIGH
mosaic,mild,30.59,6.41,62.7,HIGH
anthracnose,mild,32.42,28.27,68.2,LOW
mites,moderate,29.93,11.83,57.5,HIGH
mosaic,mild,26.64,17.31,82.0,MEDIUM
mosaic,severe,33.66,13.57,57.9,CRITICAL
leaf_curl,moderate,24.39,94.13,80.4,CRITICAL
anthracnose,severe,31.72,11.26,60.7,HIGH
leaf_curl,severe,32.32,30.33,68.5,CRITICAL
mosaic,moderate,29.75,16.04,74.4,HIGH
anthracnose,moderate,31.17,33.09,70.5,HIGH
mites,mild,24.28,0.51,69.2,MEDIUM
leaf_curl,severe,25.5,20.36,80.0,CRITICAL
mosaic,moderate,28.18,4.83,65.3,CRITICAL
mosaic,moderate,26.27,49.6,57.0,HIGH
mosaic,severe,21.22,23.77,56.7,CRITICAL
leaf_curl,moderate,26.87,3.45,88.4,HIGH
mites,severe,32.23,4.97,54.9,CRITICAL
anthracnose,mild,30.48,50.42,80.6,HIGH
anthracnose,moderate,27.87,9.38,83.6,HIGH
anthracnose,moderate,26.19,27.0,100.0,CRITICAL
anthracnose,mild,25.56,6.15,69.5,MEDIUM
anthracnose,severe,28.42,15.92,77.0,HIGH
mites,moderate,31.03,1.37,52.6,CRITICAL
mosaic,severe,26.93,19.46,51.3,CRITICAL
mosaic,moderate,29.56,0.16,64.9,CRITICAL
anthracnose,mild,24.83,6.01,74.4,MEDIUM
leaf_curl,moderate,27.45,32.39,91.5,CRITICAL
leaf_curl,moderate,30.65,13.15,69.8,CRITICAL
mites,mild,27.68,25.35,79.1,LOW
anthracnose,moderate,29.6,103.72,82.1,CRITICAL
mosaic,severe,25.14,20.96,57.0,CRITICAL
anthracnose,severe,26.07,111.72,77.4,CRITICAL
mites,severe,28.28,1.33,67.6,CRITICAL
mites,moderate,28.46,9.5,78.2,HIGH
anthracnose,moderate,21.48,12.74,84.0,MEDIUM
anthracnose,mild,22.2,128.52,87.4,HIGH
mosaic,moderate,29.96,27.64,76.9,HIGH
leaf_curl,moderate,28.43,42.2,90.7,HIGH
mites,mild,35.08,35.01,52.4,MEDIUM
leaf_curl,mild,26.15,9.08,97.1,MEDIUM
anthracnose,mild,21.76,13.92,73.1,LOW
mosaic,severe,31.33,3.72,53.7,CRITICAL
mites,mild,32.57,12.35,68.6,MEDIUM
leaf_curl,mild,24.0,34.23,72.9,HIGH
anthracnose,severe,24.46,54.14,86.4,CRITICAL
mosaic,mild,27.0,7.58,71.8,HIGH
mites,mild,34.58,8.73,85.9,MEDIUM
anthracnose,mild,26.82,0.66,66.0,MEDIUM
mites,severe,32.95,8.38,77.8,CRITICAL
leaf_curl,severe,21.28,176.16,68.2,CRITICAL
anthracnose,moderate,35.17,45.69,90.8,MEDIUM
leaf_curl,mild,28.21,43.95,79.3,HIGH
leaf_curl,mild,31.34,73.75,83.2,HIGH
mites,moderate,30.96,29.52,60.2,MEDIUM
anthracnose,mild,35.6,9.87,81.7,LOW
leaf_curl,severe,29.02,32.83,83.1,CRITICAL
mites,moderate,34.15,7.81,54.7,CRITICAL
mosaic,moderate,26.25,2.59,79.2,CRITICAL
anthracnose,severe,36.68,39.95,85.5,HIGH
mosaic,moderate,30.04,51.66,57.0,HIGH
leaf_curl,severe,32.13,36.61,80.1,CRITICAL
mosaic,severe,31.73,11.5,63.2,CRITICAL
anthracnose,severe,31.15,1.24,78.4,HIGH
leaf_curl,severe,28.08,4.59,89.4,CRITICAL
mites,severe,29.69,14.62,75.0,CRITICAL
leaf_curl,severe,25.4,13.4,98.5,CRITICAL
anthracnose,moderate,27.23,21.25,77.3,HIGH
mosaic,mild,28.63,1.31,66.1,HIGH
anthracnose,moderate,22.98,76.05,84.1,CRITICAL
anthracnose,severe,38.0,91.24,62.9,HIGH
mosaic,moderate,28.32,17.81,51.1,CRITICAL
mosaic,severe,28.48,6.96,55.2,CRITICAL
anthracnose,moderate,26.91,113.54,86.0,CRITICAL
leaf_curl,moderate,28.08,10.74,59.1,CRITICAL
leaf_curl,moderate,19.99,20.16,92.0,HIGH
mites,mild,31.79,9.76,69.2,MEDIUM
mites,moderate,32.32,39.74,53.0,HIGH
mites,mild,31.03,33.53,61.0,MEDIUM
anthracnose,severe,26.61,14.44,80.0,CRITICAL
mites,mild,28.31,8.52,57.7,MEDIUM
leaf_curl,severe,26.36,1.84,79.9,CRITICAL
leaf_curl,moderate,24.87,131.07,70.6,CRITICAL
mosaic,mild,33.79,40.05,73.0,MEDIUM
mites,moderate,33.98,37.91,58.1,MEDIUM
mosaic,moderate,27.46,12.57,58.9,CRITICAL
leaf_curl,mild,22.85,4.23,62.9,HIGH
leaf_curl,moderate,25.23,29.95,92.9,CRITICAL
mites,mild,31.78,6.42,65.0,MEDIUM
mosaic,mild,28.7,55.15,69.1,MEDIUM
anthracnose,severe,25.59,60.74,76.3,CRITICAL
mites,severe,30.17,31.5,52.5,CRITICAL
anthracnose,severe,31.26,7.62,91.2,CRITICAL
anthracnose,moderate,28.03,51.64,83.8,CRITICAL
mosaic,mild,30.79,13.6,64.6,MEDIUM
anthracnose,moderate,22.99,12.55,67.2,MEDIUM
leaf_curl,severe,31.74,3.71,88.3,CRITICAL
mosaic,severe,28.27,16.26,70.9,CRITICAL
anthracnose,moderate,29.1,29.97,61.6,HIGH
anthracnose,moderate,26.69,11.32,79.8,MEDIUM
leaf_curl,moderate,36.02,36.99,72.8,CRITICAL
mites,mild,29.74,0.89,63.2,HIGH
mites,moderate,26.1,1.84,45.2,CRITICAL
mosaic,mild,28.32,3.85,69.9,HIGH
anthracnose,moderate,28.98,59.44,80.5,CRITICAL
mites,mild,27.13,32.35,70.9,LOW
leaf_curl,moderate,24.78,24.77,66.0,CRITICAL
leaf_curl,severe,26.99,6.71,91.6,CRITICAL
mosaic,mild,28.39,18.32,53.4,HIGH
mites,severe,28.96,40.39,75.1,MEDIUM
mosaic,severe,28.27,9.72,75.5,CRITICAL
leaf_curl,severe,26.23,11.3,71.6,CRITICAL
mites,severe,33.9,2.25,46.5,CRITICAL
mites,moderate,27.12,30.08,70.4,LOW
anthracnose,severe,21.16,67.71,94.1,CRITICAL
mites,moderate,28.15,10.43,40.1,CRITICAL
anthracnose,moderate,21.97,75.72,69.7,HIGH
leaf_curl,severe,24.46,24.68,70.0,CRITICAL
anthracnose,severe,30.27,9.5,86.7,CRITICAL
leaf_curl,moderate,29.86,1.89,69.8,CRITICAL
leaf_curl,severe,28.71,30.1,81.7,CRITICAL
leaf_curl,severe,32.46,11.95,89.6,CRITICAL
mites,mild,28.3,11.27,84.5,MEDIUM
leaf_curl,severe,29.38,35.14,82.5,CRITICAL
anthracnose,severe,22.44,9.91,75.8,MEDIUM
mosaic,severe,25.15,15.01,61.8,CRITICAL
mosaic,mild,21.59,11.62,77.3,LOW
anthracnose,severe,25.05,4.01,86.7,CRITICAL
leaf_curl,severe,31.03,18.7,60.6,CRITICAL
leaf_curl,severe,29.35,12.23,80.3,CRITICAL
mosaic,mild,32.98,1.21,74.2,HIGH
mosaic,mild,29.06,7.6,68.9,HIGH
mosaic,mild,28.04,16.27,60.5,MEDIUM
mosaic,severe,24.97,0.78,92.3,HIGH
mites,moderate,33.42,5.81,56.4,HIGH
leaf_curl,moderate,22.33,1.92,75.8,CRITICAL
mites,moderate,31.66,2.73,35.8,CRITICAL
mosaic,moderate,30.9,57.49,71.3,HIGH
mites,severe,32.84,0.51,60.9,CRITICAL
mosaic,mild,26.86,51.15,82.6,LOW
mosaic,moderate,21.49,3.28,66.8,HIGH
mosaic,moderate,31.07,49.36,73.8,HIGH
anthracnose,severe,31.27,6.17,68.9,HIGH
mosaic,mild,31.18,12.73,68.7,MEDIUM
mites,severe,28.97,9.78,51.2,CRITICAL
anthracnose,severe,28.03,93.65,66.2,CRITICAL
mites,moderate,26.18,10.89,71.2,MEDIUM
mosaic,moderate,28.08,90.94,83.5,MEDIUM
leaf_curl,severe,25.34,20.03,62.7,CRITICAL
leaf_curl,mild,29.67,41.58,87.0,MEDIUM
anthracnose,severe,27.2,2.59,67.9,HIGH
leaf_curl,severe,27.65,6.88,81.2,CRITICAL
mosaic,moderate,29.77,10.53,74.9,HIGH
mosaic,mild,30.84,0.62,70.6,HIGH
anthracnose,severe,26.17,13.94,72.6,HIGH
anthracnose,mild,29.73,0.47,84.6,MEDIUM
mites,severe,38.0,0.64,66.3,CRITICAL
leaf_curl,mild,28.36,131.82,58.8,MEDIUM
mosaic,severe,24.88,38.9,61.5,MEDIUM
leaf_curl,mild,23.35,20.73,77.3,HIGH
mites,mild,27.27,4.27,57.6,MEDIUM
mosaic,moderate,26.13,7.06,45.8,CRITICAL
mosaic,mild,29.21,2.45,81.4,MEDIUM
mosaic,mild,24.8,1.84,71.2,MEDIUM
mosaic,mild,32.05,18.59,84.3,MEDIUM
anthracnose,moderate,31.96,42.41,82.3,CRITICAL
leaf_curl,moderate,29.43,53.62,58.8,HIGH
mites,mild,29.14,0.2,56.3,HIGH
leaf_curl,moderate,27.24,11.61,82.0,CRITICAL
mosaic,severe,24.72,4.01,50.2,CRITICAL
mosaic,severe,30.49,16.99,56.6,CRITICAL
mosaic,mild,33.35,23.71,59.7,HIGH
mites,moderate,25.22,9.98,77.6,MEDIUM
mosaic,severe,29.06,24.68,58.6,CRITICAL
mosaic,moderate,29.22,100.79,45.1,HIGH
anthracnose,mild,24.1,30.69,68.8,MEDIUM
mites,mild,27.35,30.25,57.8,LOW
mosaic,severe,29.9,1.33,54.9,CRITICAL
leaf_curl,mild,24.39,23.35,79.9,HIGH
leaf_curl,mild,28.93,11.37,75.3,HIGH
mosaic,severe,30.42,4.28,49.4,CRITICAL
leaf_curl,mild,20.98,83.51,84.0,MEDIUM
leaf_curl,severe,25.08,28.89,66.4,CRITICAL
anthracnose,severe,27.33,16.73,85.0,CRITICAL
anthracnose,mild,31.38,35.74,76.0,MEDIUM
mites,moderate,28.85,9.74,43.9,CRITICAL
mites,mild,23.13,17.97,78.4,LOW
mites,severe,27.12,36.26,78.0,MEDIUM
anthracnose,mild,35.2,35.62,76.8,LOW
mites,mild,27.36,34.84,50.3,LOW
leaf_curl,mild,27.1,32.94,91.4,HIGH
mosaic,moderate,24.44,0.08,65.3,HIGH
mosaic,mild,30.31,9.22,78.7,MEDIUM
mosaic,mild,30.3,12.56,65.8,MEDIUM
leaf_curl,severe,28.33,30.23,65.7,CRITICAL
mites,moderate,29.79,3.92,57.9,CRITICAL
mosaic,mild,28.72,32.76,77.2,LOW
leaf_curl,moderate,32.88,5.11,72.9,CRITICAL
anthracnose,moderate,27.11,12.54,54.6,MEDIUM
mosaic,mild,30.13,21.78,65.9,MEDIUM
mosaic,severe,30.27,19.34,60.8,CRITICAL
anthracnose,severe,32.0,29.05,78.0,CRITICAL
mosaic,mild,28.15,16.24,69.1,MEDIUM
mosaic,mild,27.75,14.06,67.8,MEDIUM
leaf_curl,moderate,29.4,13.32,80.8,CRITICAL
anthracnose,severe,30.21,80.97,83.8,CRITICAL
mosaic,severe,26.92,2.76,85.6,CRITICAL
leaf_curl,severe,25.87,2.81,74.1,CRITICAL
leaf_curl,severe,30.97,145.45,84.6,CRITICAL
anthracnose,severe,29.49,86.5,69.3,CRITICAL
anthracnose,severe,28.96,24.73,82.9,CRITICAL
mites,moderate,28.81,12.32,74.7,HIGH
mites,mild,32.4,14.31,45.2,MEDIUM
mites,mild,30.59,16.28,53.6,MEDIUM
mosaic,severe,36.4,9.32,61.5,CRITICAL
anthracnose,moderate,23.86,82.55,78.9,HIGH
anthracnose,mild,25.58,2.72,78.4,MEDIUM
mosaic,mild,28.03,4.95,40.8,HIGH
leaf_curl,moderate,22.86,7.63,79.0,CRITICAL
mosaic,severe,27.84,11.63,51.8,CRITICAL
anthracnose,mild,35.05,33.77,79.7,LOW
anthracnose,severe,29.29,5.48,88.9,CRITICAL
leaf_curl,moderate,29.34,20.46,83.4,CRITICAL
mites,severe,32.4,9.53,42.1,CRITICAL
mosaic,moderate,32.44,8.9,64.8,CRITICAL
leaf_curl,moderate,25.37,15.13,48.0,CRITICAL
leaf_curl,moderate,25.61,7.72,74.7,CRITICAL
leaf_curl,severe,26.55,2.98,68.1,CRITICAL
leaf_curl,moderate,37.2,35.59,70.7,CRITICAL
mosaic,moderate,27.83,18.88,78.8,HIGH
mites,moderate,27.83,16.84,55.4,MEDIUM
mites,moderate,29.32,6.03,62.5,HIGH
mosaic,mild,27.21,2.76,61.6,HIGH
mosaic,severe,26.79,2.54,52.8,CRITICAL
anthracnose,mild,26.09,19.79,82.2,MEDIUM
mosaic,moderate,35.34,19.79,66.0,HIGH
mites,mild,27.46,6.39,54.4,MEDIUM
mosaic,moderate,29.97,3.41,60.6,CRITICAL
leaf_curl,mild,29.61,1.05,79.0,HIGH
mites,severe,36.6,10.84,63.0,CRITICAL
mites,severe,29.73,5.89,53.3,CRITICAL
mosaic,severe,30.79,5.52,72.4,CRITICAL
mites,moderate,24.97,52.72,72.7,LOW
mosaic,mild,30.52,28.52,46.3,HIGH
leaf_curl,moderate,29.55,21.27,79.6,CRITICAL
mosaic,mild,28.89,29.75,63.4,MEDIUM
leaf_curl,mild,31.4,3.72,83.3,HIGH
leaf_curl,severe,23.06,32.53,81.0,CRITICAL
leaf_curl,severe,34.08,3.28,80.5,CRITICAL
mosaic,mild,28.82,34.25,38.0,MEDIUM
anthracnose,severe,28.82,18.39,93.1,CRITICAL
anthracnose,mild,25.22,23.73,59.8,MEDIUM
mosaic,severe,31.25,37.74,55.7,CRITICAL
leaf_curl,mild,27.65,7.41,49.5,HIGH
anthracnose,mild,28.81,53.54,82.0,HIGH
leaf_curl,severe,23.85,82.86,79.3,CRITICAL
mosaic,moderate,31.56,55.95,73.2,HIGH
leaf_curl,moderate,23.8,28.26,77.6,CRITICAL
anthracnose,mild,32.79,24.78,64.0,LOW
anthracnose,severe,30.63,12.61,60.9,HIGH
mosaic,mild,28.27,6.25,52.2,HIGH
anthracnose,mild,28.35,2.12,65.8,MEDIUM
mites,moderate,29.91,2.46,63.8,CRITICAL
anthracnose,moderate,23.85,52.72,68.4,HIGH
anthracnose,moderate,30.45,54.67,85.6,CRITICAL
anthracnose,mild,18.0,4.5,64.9,LOW
mosaic,moderate,31.67,0.64,57.0,CRITICAL
leaf_curl,moderate,31.32,16.97,64.7,CRITICAL
leaf_curl,moderate,29.27,8.52,83.3,CRITICAL
mosaic,severe,33.5,21.24,45.0,CRITICAL
mites,moderate,30.23,4.39,63.8,CRITICAL
leaf_curl,mild,23.96,1.49,94.1,MEDIUM
mites,severe,31.16,2.05,54.9,CRITICAL
leaf_curl,moderate,29.31,6.01,85.9,HIGH
anthracnose,severe,30.49,1.23,71.7,HIGH
leaf_curl,mild,24.73,60.81,71.9,HIGH
leaf_curl,mild,23.11,4.62,79.2,HIGH
anthracnose,severe,28.66,127.32,69.0,CRITICAL
mites,severe,27.28,0.53,47.8,CRITICAL
anthracnose,moderate,27.61,76.82,91.3,CRITICAL
mites,severe,32.97,14.5,50.1,CRITICAL
mites,severe,28.25,2.73,59.0,CRITICAL
anthracnose,moderate,25.95,1.69,70.2,MEDIUM
anthracnose,mild,27.71,8.84,78.3,MEDIUM
anthracnose,mild,28.53,94.95,91.2,HIGH
mosaic,moderate,27.65,19.81,82.0,HIGH
mosaic,moderate,31.36,2.15,52.1,CRITICAL
mites,moderate,30.29,4.28,46.2,CRITICAL
leaf_curl,moderate,29.09,10.51,82.2,CRITICAL
