disease,severity,growth_stage,soil_type,fertilizer_action,prevention_pack
leaf_curl,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
mites,mild,vegetative,sandy_loam,BALANCED_NPK,ABAMECTIN_1.8EC|NEEM_OIL_SPRAY|PREVENTIVE_SPRAY_SCHEDULE|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,moderate,flowering,sandy_loam,REDUCE_N_INCREASE_K,AVOID_SPRAY_DURING_FLOWERING|MONITOR_CLOSELY_3DAYS|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
mosaic,severe,flowering,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,APHID_CONTROL_DIMETHOATE|AVOID_SPRAY_DURING_FLOWERING|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
leaf_curl,mild,bearing,clay_loam,POTASSIUM_BOOST,PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
leaf_curl,mild,bearing,sandy_loam,POTASSIUM_BOOST,PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
anthracnose,mild,bearing,red_laterite,POTASSIUM_BOOST,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|SANITATION_PRUNE|TRICHODERMA_APPLICATION
anthracnose,moderate,bearing,clay_loam,REDUCE_N_INCREASE_K,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|SANITATION_PRUNE|TRICHODERMA_APPLICATION
leaf_curl,severe,flowering,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,AVOID_SPRAY_DURING_FLOWERING|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
mites,moderate,bearing,sandy_loam,POTASSIUM_BOOST,ABAMECTIN_1.8EC|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,mild,flowering,red_laterite,REDUCE_N_INCREASE_K,AVOID_SPRAY_DURING_FLOWERING|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
mites,mild,vegetative,sandy_loam,BALANCED_NPK,ABAMECTIN_1.8EC|NEEM_OIL_SPRAY|PREVENTIVE_SPRAY_SCHEDULE|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
mites,moderate,bearing,red_laterite,POTASSIUM_BOOST,ABAMECTIN_1.8EC|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
anthracnose,moderate,bearing,red_laterite,POTASSIUM_BOOST,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mosaic,mild,flowering,red_laterite,MICRONUTRIENT_FOLIAR_SPRAY,APHID_CONTROL_DIMETHOATE|AVOID_SPRAY_DURING_FLOWERING|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
anthracnose,mild,bearing,clay_loam,POTASSIUM_BOOST,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mosaic,mild,bearing,clay_loam,POTASSIUM_BOOST,APHID_CONTROL_DIMETHOATE|PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mosaic,severe,bearing,sandy_loam,SKIP_FERTILIZER_TREAT_FIRST,APHID_CONTROL_DIMETHOATE|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|PREHARVEST_INTERVAL_CHECK|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mites,mild,vegetative,clay_loam,BALANCED_NPK,ABAMECTIN_1.8EC|NEEM_OIL_SPRAY|PREVENTIVE_SPRAY_SCHEDULE|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
mosaic,moderate,bearing,sandy_loam,REDUCE_N_INCREASE_K,APHID_CONTROL_DIMETHOATE|MONITOR_CLOSELY_3DAYS|PREHARVEST_INTERVAL_CHECK|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mosaic,severe,flowering,sandy_loam,SKIP_FERTILIZER_TREAT_FIRST,APHID_CONTROL_DIMETHOATE|AVOID_SPRAY_DURING_FLOWERING|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
anthracnose,moderate,vegetative,sandy_loam,BALANCED_NPK_PLUS_ORGANIC,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mites,severe,vegetative,red_laterite,SKIP_FERTILIZER_TREAT_FIRST,ABAMECTIN_1.8EC|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|NEEM_OIL_SPRAY|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
mites,moderate,flowering,clay_loam,POTASSIUM_BOOST,ABAMECTIN_1.8EC|AVOID_SPRAY_DURING_FLOWERING|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
mosaic,mild,bearing,red_laterite,POTASSIUM_BOOST,APHID_CONTROL_DIMETHOATE|PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
anthracnose,mild,flowering,clay_loam,BALANCED_NPK,AVOID_SPRAY_DURING_FLOWERING|CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|NEEM_OIL_SPRAY|PREVENTIVE_SPRAY_SCHEDULE|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mosaic,mild,bearing,sandy_loam,POTASSIUM_BOOST,APHID_CONTROL_DIMETHOATE|PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mosaic,severe,flowering,red_laterite,SKIP_FERTILIZER_TREAT_FIRST,APHID_CONTROL_DIMETHOATE|AVOID_SPRAY_DURING_FLOWERING|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
anthracnose,mild,flowering,sandy_loam,REDUCE_N_INCREASE_K,AVOID_SPRAY_DURING_FLOWERING|CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|NEEM_OIL_SPRAY|PREVENTIVE_SPRAY_SCHEDULE|SANITATION_PRUNE|TRICHODERMA_APPLICATION
anthracnose,moderate,flowering,red_laterite,REDUCE_N_INCREASE_K,AVOID_SPRAY_DURING_FLOWERING|CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mites,moderate,bearing,clay_loam,POTASSIUM_BOOST,ABAMECTIN_1.8EC|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
leaf_curl,moderate,flowering,sandy_loam,REDUCE_N_INCREASE_K,AVOID_SPRAY_DURING_FLOWERING|MONITOR_CLOSELY_3DAYS|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
leaf_curl,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
anthracnose,moderate,bearing,clay_loam,REDUCE_N_INCREASE_K,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mites,mild,bearing,sandy_loam,POTASSIUM_BOOST,ABAMECTIN_1.8EC|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,severe,vegetative,sandy_loam,SKIP_FERTILIZER_TREAT_FIRST,CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
anthracnose,mild,vegetative,clay_loam,BALANCED_NPK,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|NEEM_OIL_SPRAY|PREVENTIVE_SPRAY_SCHEDULE|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mosaic,mild,flowering,red_laterite,MICRONUTRIENT_FOLIAR_SPRAY,APHID_CONTROL_DIMETHOATE|AVOID_SPRAY_DURING_FLOWERING|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mites,severe,flowering,red_laterite,SKIP_FERTILIZER_TREAT_FIRST,ABAMECTIN_1.8EC|AVOID_SPRAY_DURING_FLOWERING|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|NEEM_OIL_SPRAY|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,mild,vegetative,sandy_loam,BALANCED_NPK_PLUS_ORGANIC,PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
mosaic,moderate,vegetative,red_laterite,MICRONUTRIENT_FOLIAR_SPRAY,APHID_CONTROL_DIMETHOATE|MONITOR_CLOSELY_3DAYS|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mosaic,moderate,bearing,clay_loam,REDUCE_N_INCREASE_K,APHID_CONTROL_DIMETHOATE|MONITOR_CLOSELY_3DAYS|PREHARVEST_INTERVAL_CHECK|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mites,moderate,flowering,sandy_loam,REDUCE_N_INCREASE_K,ABAMECTIN_1.8EC|AVOID_SPRAY_DURING_FLOWERING|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
mosaic,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,APHID_CONTROL_DIMETHOATE|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mites,severe,bearing,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,ABAMECTIN_1.8EC|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
mites,mild,vegetative,clay_loam,BALANCED_NPK,ABAMECTIN_1.8EC|NEEM_OIL_SPRAY|PREVENTIVE_SPRAY_SCHEDULE|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,moderate,bearing,red_laterite,POTASSIUM_BOOST,MONITOR_CLOSELY_3DAYS|PREHARVEST_INTERVAL_CHECK|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
anthracnose,mild,vegetative,red_laterite,BALANCED_NPK_PLUS_ORGANIC,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|NEEM_OIL_SPRAY|PREVENTIVE_SPRAY_SCHEDULE|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mosaic,moderate,vegetative,sandy_loam,MICRONUTRIENT_FOLIAR_SPRAY,APHID_CONTROL_DIMETHOATE|MONITOR_CLOSELY_3DAYS|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mites,severe,flowering,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,ABAMECTIN_1.8EC|AVOID_SPRAY_DURING_FLOWERING|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|NEEM_OIL_SPRAY|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
anthracnose,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,CHLOROTHALONIL_SPRAY|CONSULT_EXTENSION_OFFICER|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|INCREASE_SPRAY_FREQUENCY|MANCOZEB_75WP|NEEM_OIL_SPRAY|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mites,severe,flowering,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,ABAMECTIN_1.8EC|AVOID_SPRAY_DURING_FLOWERING|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|NEEM_OIL_SPRAY|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
mosaic,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,APHID_CONTROL_DIMETHOATE|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mites,mild,bearing,sandy_loam,POTASSIUM_BOOST,ABAMECTIN_1.8EC|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
anthracnose,severe,bearing,red_laterite,SKIP_FERTILIZER_TREAT_FIRST,CHLOROTHALONIL_SPRAY|CONSULT_EXTENSION_OFFICER|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|INCREASE_SPRAY_FREQUENCY|MANCOZEB_75WP|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|SANITATION_PRUNE|TRICHODERMA_APPLICATION
leaf_curl,mild,vegetative,red_laterite,BALANCED_NPK_PLUS_ORGANIC,PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
mites,moderate,bearing,sandy_loam,POTASSIUM_BOOST,ABAMECTIN_1.8EC|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,severe,vegetative,sandy_loam,SKIP_FERTILIZER_TREAT_FIRST,CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
mosaic,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,APHID_CONTROL_DIMETHOATE|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
leaf_curl,severe,bearing,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|PREHARVEST_INTERVAL_CHECK|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
mites,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,ABAMECTIN_1.8EC|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|NEEM_OIL_SPRAY|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,severe,bearing,red_laterite,SKIP_FERTILIZER_TREAT_FIRST,CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|PREHARVEST_INTERVAL_CHECK|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
leaf_curl,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
anthracnose,moderate,vegetative,clay_loam,REDUCE_N_INCREASE_K,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|SANITATION_PRUNE|TRICHODERMA_APPLICATION
anthracnose,moderate,bearing,sandy_loam,REDUCE_N_INCREASE_K,CHLOROTHALONIL_SPRAY|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|MANCOZEB_75WP|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PREHARVEST_INTERVAL_CHECK|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mites,moderate,flowering,sandy_loam,REDUCE_N_INCREASE_K,ABAMECTIN_1.8EC|AVOID_SPRAY_DURING_FLOWERING|MONITOR_CLOSELY_3DAYS|NEEM_OIL_SPRAY|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
mosaic,mild,bearing,red_laterite,POTASSIUM_BOOST,APHID_CONTROL_DIMETHOATE|PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
mosaic,mild,bearing,red_laterite,POTASSIUM_BOOST,APHID_CONTROL_DIMETHOATE|PREHARVEST_INTERVAL_CHECK|PREVENTIVE_SPRAY_SCHEDULE|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT
anthracnose,severe,vegetative,red_laterite,SKIP_FERTILIZER_TREAT_FIRST,CHLOROTHALONIL_SPRAY|CONSULT_EXTENSION_OFFICER|DRAINAGE_MOISTURE_CONTROL|FRUIT_BAGGING|INCREASE_SPRAY_FREQUENCY|MANCOZEB_75WP|NEEM_OIL_SPRAY|SANITATION_PRUNE|TRICHODERMA_APPLICATION
mites,severe,vegetative,clay_loam,SKIP_FERTILIZER_TREAT_FIRST,ABAMECTIN_1.8EC|CONSULT_EXTENSION_OFFICER|INCREASE_SPRAY_FREQUENCY|NEEM_OIL_SPRAY|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
leaf_curl,moderate,vegetative,red_laterite,MICRONUTRIENT_FOLIAR_SPRAY,MONITOR_CLOSELY_3DAYS|REFLECTIVE_MULCH|REMOVE_INFECTED_PLANTS|SANITATION_PRUNE|THRIPS_CONTROL_SPINOSAD|VECTOR_CONTROL_MINERAL_OIL|WEED_MANAGEMENT|WHITEFLY_CONTROL_IMIDACLOPRID
mites,mild,vegetative,clay_loam,BALANCED_NPK,ABAMECTIN_1.8EC|NEEM_OIL_SPRAY|PREVENTIVE_SPRAY_SCHEDULE|PROPARGITE_SPRAY|REMOVE_HEAVILY_INFESTED_LEAVES|SULPHUR_DUST_APPLICATION|WATER_SPRAY_TO_DISLODGE
